2023-04-01 21:15:58,562 - INFO - Websocket connected
2023-04-01 21:15:58,982 - ERROR - error from callback <function on_message at 0x7f4e5f613160>: 'params'
2023-04-01 21:15:59,000 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0x9961a01d4bb0722745b0aace546f9471fb7f695f4a955b7ebf5cb285a17fb6d6', 'gasLimit': '0x4000000000000', 'gasUsed': '0x5e253a', 'hash': '0xa709d0af1ebb62b62c3b2c791f84498ec85a694b7f5633f83c20186f6d85a419', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x000000000000008000000000000000000000000000000000000000004000000000000000080000000000000000000000000000000000000000000000000000000020000002000000000000000000004000000000000000010000000000c0000000000000000000800000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000400020000010000000020000080000000000000000400000020800000000000000000000000000000000000100000000000000000000000080000200000020000000000000000000000000000000000000000010020', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070910000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe45', 'parentHash': '0x8e70be93354acdf747fda89e3482c8c90059cbbd31d5493a105c32aedd3efc15', 'receiptsRoot': '0x7488519c90115d22eb01ee7957ce719bde0250c7901e4082096a429e093da61e', 'sendCount': '0x7091', 'sendRoot': '0x9961a01d4bb0722745b0aace546f9471fb7f695f4a955b7ebf5cb285a17fb6d6', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x6ef', 'stateRoot': '0x470c78cdf4e688b68191a750cbf11cc437ef1ee6e5e36d395b9bc3d595a32e3b', 'timestamp': '0x642851b6', 'transactionsRoot': '0x905a35b3fa7eebab485a19b32a2726fc1a8e021457b4a9e06282c9d00aaf8c66'}
2023-04-01 21:16:10,849 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x27c6e3', 'hash': '0x98a3a90524c22261daccb769c1690cff2cce186dc1d83173865e57cb40eb8a40', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000000000000000010000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000008000100000000000000000000000200000000000000000000000000000000800000000000000000000000040000010010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000010000000000000000000000002000000000000000400000000000002000000000020000000000000000000000000000000000000000004000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe5f', 'parentHash': '0x7d91fd6ad88bb646e8acf3ecb587e4a081b11886f602ed85d961b579b1b03475', 'receiptsRoot': '0xaaa815bd2d7c9aa35e9c2fc728b93fcbb90345b8f4d0ee54898845659953c771', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x3b4', 'stateRoot': '0x1880710f56820ae514f102329fddf484c954ccb5544ab88e8411a361290030e6', 'timestamp': '0x642851c2', 'transactionsRoot': '0xa93884ddfb00971750eb290063655d0d1f6af4f24b861b2b957be61ccab3636f'}
2023-04-01 21:16:11,055 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x2e99b4', 'hash': '0x419c01db841316b76afaac19d2cbe3d0efe87ec45b672d179eba27bc2491e8be', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x02000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000080000000000000000000008000000000000000000000000000000000000000000000000020000000000000000004800000000000000020000000010000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000002000000000000000000000000000000000000000000000000000020100000000000000000000002000000000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe60', 'parentHash': '0x98a3a90524c22261daccb769c1690cff2cce186dc1d83173865e57cb40eb8a40', 'receiptsRoot': '0x3c242591cc4fd7fd347f419ae3d5ee763fb61c1a52e71b7ea62d4264a3999581', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x437', 'stateRoot': '0x37460ccc8eb59f4faf779557b006aadd0871cad04007ff268da8827a1325fecc', 'timestamp': '0x642851c2', 'transactionsRoot': '0xd339648e35593ff0d24ad1772811a0be805abb43b8e6b1aa1431b38f89b70acb'}
2023-04-01 21:16:11,260 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x13e037', 'hash': '0x8f3e4ba0e6e67ccee9958c824f2215c8d7dc54db46b3f9d96ebbcc30d3ed0a3c', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000800000000000000000000000000000000000002000000000000000000008000000000000000000000000000000001010000000000100000000000000000000001000000000000008000000000000000000000000000c00000000000000000000000000000000000000000008000000000000100000002010400000000080100000000000000000000000000000000000000000800000000000000000000000000040000200000002002000000000000000024000000000000000000000000002000000000000000000000000000000000000040000000000000000000000000002000000000000000000000000080000000000000000000000004000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe61', 'parentHash': '0x419c01db841316b76afaac19d2cbe3d0efe87ec45b672d179eba27bc2491e8be', 'receiptsRoot': '0x2ed2b79b7bc35c5c16629476a65f9c1ef7907e596ff797672ea2ce3d07045496', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x333', 'stateRoot': '0x8d894a568a73095001ba14c8da572b6584e248816612857afb748591bfa0cf8c', 'timestamp': '0x642851c2', 'transactionsRoot': '0x93c685891e5ff1d0ce8811affcc9108338cf999eb5039241fa925144ec35d6ef'}
2023-04-01 21:16:12,693 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x1cc7c9', 'hash': '0xecc0a05f2cc50f83b00b6500a9bb966749243064e9b00d637f0500555464b27c', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x20100000000000000000000000000000100008000000000000000000000000000000020000000000800002000000000000000000100000000000000000200000000000042000000000000008004000080000000000000000000000000000001080000000000000000008000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000008000000000020000000000000000040000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000010000010000000000010000000000000000000000000000000000000000000008000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe62', 'parentHash': '0x8f3e4ba0e6e67ccee9958c824f2215c8d7dc54db46b3f9d96ebbcc30d3ed0a3c', 'receiptsRoot': '0xf16269f9844eb85613809b7da19408c66da6cf4118e1355ff5aa740af1ccdea9', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x374', 'stateRoot': '0xda8717cc1250f8e4bbb8aaa9163ea3cc17e9aa1acf0a3c62820ad4ed99b8b7b4', 'timestamp': '0x642851c4', 'transactionsRoot': '0x39cd6571ba0d49cfdb9c8cc927489b7d76e938983f76ab791d55a51a9123ca5b'}
2023-04-01 21:16:12,898 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x16cf1b', 'hash': '0xec648bc3b3e8d23f5b8da10a80276bc450a45f65bf9f2be4638872a8a8f832e8', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe63', 'parentHash': '0xecc0a05f2cc50f83b00b6500a9bb966749243064e9b00d637f0500555464b27c', 'receiptsRoot': '0xae116957c5ddd6e170b15023446d9d045bdc53ced7704f4267920c6a88ddd92b', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x356', 'stateRoot': '0xaa742df3b4d04525577d04ab1997a503e358fff9b3b55f1b5e43ec23b20f8280', 'timestamp': '0x642851c4', 'transactionsRoot': '0xd3cb8811a12b52ace5c4766f91813a711dcebeb514563f9fb118c73907868d59'}
2023-04-01 21:16:13,307 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x3a0019', 'hash': '0x81268784119918a83c28d54bd447ef378ddbf6a018a234c772096385bd44eb27', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x40000000000000000000008000000000000000000000200020000000000000000400000000000000000000000000000000000800000000000800000000000000000000000000000000000008000000000000000000000000000000000000100000010000020000000008000800000800000000000000000000000010100100090000800000000000000000000000000000000000000000000000000000008000000000040800000000000000000000000002022000000000000000000000000000000002000002000000000008000000800000002000000000000000000020000000000000001000000000000000000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe64', 'parentHash': '0xec648bc3b3e8d23f5b8da10a80276bc450a45f65bf9f2be4638872a8a8f832e8', 'receiptsRoot': '0xef4f9a323dca53e348477e2c5b3bd7764af9e4126c703da19118374ee12e9314', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x5b9', 'stateRoot': '0x32ed3e925f429fb39773f92102d66127743f52613c36b3052079a8bdb6c347fe', 'timestamp': '0x642851c4', 'transactionsRoot': '0x438a440ed8712a99334666eedad50f07c0d3a2071b94000d57a9ab930a0a4b68'}
2023-04-01 21:16:15,970 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x664063', 'hash': '0x05c16a1d2cb13fbf3e4b990cffb89f144afcf9a70e754ac478b5c610f052298d', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000000000000000000000000000000000000000000000000000000000200000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000010000800000000004000000000000000000000000000000000200000000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe65', 'parentHash': '0x81268784119918a83c28d54bd447ef378ddbf6a018a234c772096385bd44eb27', 'receiptsRoot': '0x3bde6e98fea9657d00985881a28bdbbeb47ea129569acd2f2c42907c98ce6c3a', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x70f', 'stateRoot': '0x616cdbe0e86c2363914f73330711976cb5d29569c083cb1749d5c8b2307a62a0', 'timestamp': '0x642851c7', 'transactionsRoot': '0x33d86dc98b2b1dde68fc66f04ea5e16e71edb1c30f57f17949ed22070213eedc'}
2023-04-01 21:16:16,380 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x4c23be', 'hash': '0xc86d90a0aa98b616a800978d3815db8cd415e562f5fb9d331ae25b17565bda7e', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x20000000000000000000040000000000100018000000000000000040000000000000020000000000000002000010000000000020100000000000000000000000800000042000010000000008000000080200000000000000000000000000000000000000000000000000000000000000000000000000000800000010000000000000000000004000000000000000000000000800000008000000008000000040000000000000000000040000000000000000001000000000000004000000000000000002000000000020000000000000000000000000000000000000000000000000000200200010000000000000000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe66', 'parentHash': '0x05c16a1d2cb13fbf3e4b990cffb89f144afcf9a70e754ac478b5c610f052298d', 'receiptsRoot': '0x6acff95332008c417cfcdcfe13065ae1378e2f624e6a4428487df49ec47a3368', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x4f0', 'stateRoot': '0xcecce5bfcce621f94eca6cb53e970b30fc5993ca10ba858c98e9bc4add056664', 'timestamp': '0x642851c7', 'transactionsRoot': '0x2c66e575ffc7e79bf46bbfaef1adfb12b56fbe6c78c8af8364bff0250c025185'}
2023-04-01 21:16:18,018 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x274c3b', 'hash': '0x8d78f628ad16ed6680bdad7f7ccf97b001160a3dc3b0b33a589666b32a8c6611', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000000000000000010000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000008000100000000000000000000000200000000000000000000000000000000800000000000000000000000040000010010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000010000000000000000000000002000000000000000400000000000002000000000020000000000000000000000000000000000000000004000000000000000000000000000000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe67', 'parentHash': '0xc86d90a0aa98b616a800978d3815db8cd415e562f5fb9d331ae25b17565bda7e', 'receiptsRoot': '0x51acafd1a075cbabfa2d82f4e91a45c53012361cddad466ee2fc618b37a0ee70', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x3b4', 'stateRoot': '0x75b3c1f03ee1a2193109644ee0e2f5bf25eb8b1dc8115d9d43fbb76701253f87', 'timestamp': '0x642851c9', 'transactionsRoot': '0x57e8faacba3f441fd5f9a344b2973e4a93c7678d027cdb32f4e965b410e2cb1d'}
2023-04-01 21:16:18,019 - INFO - new txn: {'baseFeePerGas': '0x5f5e100', 'difficulty': '0x1', 'extraData': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'gasLimit': '0x4000000000000', 'gasUsed': '0x3b9b6f', 'hash': '0x105a9cebd32daa4fab261f6e8ab809db519a1ea3c4154be25e4a8629c49a1956', 'l1BlockNumber': '0x859ae7', 'logsBloom': '0x00000000000000000000000000000000000000000000200020001000000000000002000000000000000000000000000000000800000000000800000000000000000000000000000000000008000000000000004000000000000000000000000000010000020000000009000800000800000000000000000000000010100100090000800000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000002022000000000000000000000000000000002000000000000000008000000000000002000000000000000010020000000000001001000000000000000000000000000000000000001002000000000', 'miner': '0xa4b000000000000000000073657175656e636572', 'mixHash': '0x00000000000070920000000000859ae7000000000000000a0000000000000000', 'nonce': '0x000000000004da1e', 'number': '0xdefe68', 'parentHash': '0x8d78f628ad16ed6680bdad7f7ccf97b001160a3dc3b0b33a589666b32a8c6611', 'receiptsRoot': '0x5838361b9b6301fcf75f2fb6a264f7f98914cf5c5bcaefb8f8f37cba2f59863c', 'sendCount': '0x7092', 'sendRoot': '0xf50a34d3c4feccd1644dfa0e2440e28b2b48a0288d439c9ce627373961f8c528', 'sha3Uncles': '0x1dcc4de8dec75d7aab85b567b6ccd41ad312451b948a7413f0a142fd40d49347', 'size': '0x5f9', 'stateRoot': '0x4e94e8a6ce69821149f643f16cd100d7512b54997ea6907156a7ac2d80e2016e', 'timestamp': '0x642851c9', 'transactionsRoot': '0x99be264376f3e85bd921403d8284387a47abd265a7e08bd9783ee73cbeacb7a6'}
